,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
608,0.793,0.645,-9.815,0.0443,0.531,0.00021,0.1,0.365,115.98,184138,3,5maiCdBRKITzSbx4mdyy8r
609,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,3,2JzZzZUQj3Qff7wapcbKjc
610,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,3,1HNkqx9Ahdgi1Ixy2xkKkL
611,0.63,0.53,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038,225053,3,2YlZnw2ikdb837oKMKjBkW
612,0.655,0.899,-2.314,0.0372,0.00273,3.76e-05,0.34,0.707,126.021,175238,0,5IR4eSVnuXPu8pJtQuzC5I
613,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,207905,3,4hQ6UGyWQIGJmHSo0J88JW
614,0.481,0.267,-9.249,0.0339,0.8,0.0,0.249,0.137,117.64,227693,2,4WzhjxvLP95y7AMDy0Atwb
615,0.661,0.943,-2.52,0.0392,0.0188,0.000231,0.272,0.71,128.16,198281,0,3T7ZHIgO30bKeASQppPtM6
616,0.572,0.802,-5.286,0.0412,0.0125,0.000101,0.135,0.555,174.03,193103,3,3oeBaOmuWeNPjCVpWPjUvg
617,0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478,0,5PsMbxhgWpJMsouEfDTX6r
618,0.672,0.628,-7.203,0.0856,0.192,0.587,0.333,0.159,60.045,185005,0,6NWq3JOKCQ21Av7y2q5RFb
619,0.589,0.966,-4.106,0.0972,0.03,0.0,0.147,0.802,129.983,204200,3,3tgZ9vmhuAY9wEoNUJskzV
620,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,243533,3,0C4ejWmOTMv8vuYj85mf8m
621,0.708,0.641,-4.271,0.0336,0.205,0.0,0.0925,0.253,113.082,268120,3,0lupJBVy4UQrvI4Oy3PvI7
622,0.754,0.652,-4.924,0.0308,0.174,0.0,0.113,0.474,95.006,192013,3,1FvOiE8MGWB8MUCAPvro3h
623,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,3,5HCyWlXZPP0y6Gqq8TgA20
624,0.851,0.806,-4.62,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,3,1QV6tiMFM6fSOKOGLMHYYg
625,0.814,0.728,-5.44,0.0583,0.0242,0.0875,0.612,0.962,109.983,202364,0,3DGxVxqfbHJArDbI3i5bXb
626,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4,2dOTkLZFbpNXrhc24CnTFd
627,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878,190185,3,2dLLR6qlu5UJ5gk0dKz0h3
628,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,199480,1,2EZ2KXLqs9zdRVVMMz1IsH
629,0.825,0.832,-5.853,0.0403,0.00587,0.000789,0.114,0.713,122.021,220627,3,6nCDnzErqalOaIY3EJM8NK
630,0.758,0.557,-4.568,0.034,0.0117,0.0,0.0418,0.781,126.986,231840,3,2fQxE0jVrjNMT9oJAXtSJR
631,0.689,0.836,-6.058,0.0559,0.187,0.0,0.162,0.749,127.411,223067,3,1zneM1cLjM6w8BFmukl2Lr
632,0.679,0.715,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,3,4Ub8UsjWuewQrPhuepfVpd
633,0.778,0.695,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996,132780,3,3Ofmpyhv5UAQ70mENzB277
634,0.345,0.612,-6.543,0.0608,0.232,0.0,0.194,0.232,179.773,153000,4,59CfNbkERJ3NoTXDvoURjj
635,0.741,0.874,-2.226,0.0429,0.0797,0.0,0.119,0.42,125.995,161862,3,7wjxQhMf3D5gN3F8bZDof7
636,0.56,0.473,-7.23,0.0533,0.618,0.0,0.31,0.441,109.414,175345,3,3yMC1KsTwh0ceXdIe4QQAQ
637,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,3,0mBP9X2gPCuapvpZ7TGDk3
638,0.808,0.41,-7.791,0.0357,0.696,0.0,0.116,0.78,114.06,184189,3,0xbjgV88co01Kw4PmuBdQU
639,0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,3,4cktbXiXOapiLBMprHFErI
640,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000,1,6f3Slt0GbA2bPZlz0aIFXN
641,0.696,0.664,-9.27,0.0358,0.535,0.0755,0.116,0.0961,122.001,132514,3,6ElXZdR3QF87nPBfuIGRPP
642,0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,3,6cx06DFPPHchuUAcTxznu9
643,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,0VjIjW4GlUZAMYd2vXMi3b
644,0.736,0.711,-6.272,0.0625,0.0082,6.66e-05,0.168,0.317,123.993,159783,3,4M9kHcpZQZNzRnAhIQ1YLM
645,0.689,0.627,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,1,1jEBSDN5vYViJQr78W7jr2
646,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,3,7ef4DlsgrMEH11cDZd32M6
647,0.705,0.852,-6.211,0.0347,0.0523,1.99e-06,0.162,0.36,125.983,145055,3,6wOZmH1xQr5qmzuLsammRc
648,0.793,0.793,-4.521,0.083,0.0123,0.0,0.0951,0.679,123.95,183290,3,3PfIrDoz19wz7qK7tYeu62
649,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,3,02VBYrHfVwfEWXk5DXyf0T
650,0.623,0.763,-7.866,0.213,0.559,0.00192,0.155,0.338,110.057,172517,1,5DoCNgkEKAlMVsn2FSpJKT
651,0.77,0.724,-5.484,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,0,24Yi9hE78yPEbZ4kxyoXAI
652,0.807,0.893,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,0,3rmo8F54jFF8OgYsqTxm5d
653,0.826,0.641,-5.151,0.0761,0.621,0.00013,0.121,0.774,111.959,171546,3,6fcwTf51NfFQ4C8eq7a04K
654,0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,3,2tnVG71enUj33Ic2nFN6kZ
655,0.695,0.762,-3.497,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,3,21jGcNKet2qwijlDFuPiPb
656,0.657,0.579,-5.303,0.0313,0.135,0.0,0.108,0.608,130.062,116813,3,3UNtns07nCHYCBAVJKO8Hj
657,0.7,0.49,-5.187,0.076,0.186,0.0,0.117,0.569,79.982,161803,3,0eu4C55hL6x29mmeAjytzC
658,0.72,0.706,-4.719,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,3,7DnAm9FOTWE3cUvso43HhI
659,0.604,0.843,-3.932,0.1,0.036,6.22e-06,0.183,0.688,173.982,144992,3,1I23ZdNcezc4N7QUc30rXx
660,0.749,0.729,-5.01,0.0254,0.0646,0.00806,0.102,0.701,120.982,162543,3,6APUqJb53AuWGcSapZGSDB
661,0.738,0.899,-5.109,0.0457,0.0022,0.0019,0.12,0.696,124.045,183871,3,1GjFKG08MMOMx4UtdV8s7l
662,0.706,0.866,-3.502,0.0275,0.0756,0.0,0.447,0.964,123.947,150226,0,7p2awTPzdeeg3ln3WPXyXe
663,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,3,0TlLq3lA83rQOYtrqBqSct
664,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,157067,3,2YpeDb67231RjR0MgVLzsG
665,0.78,0.575,-5.628,0.139,0.106,0.0,0.129,0.273,81.502,222360,3,0SGkqnVQo9KPytSri1H6cF
666,0.804,0.66,-4.86,0.0726,0.0319,0.0,0.103,0.257,94.053,169345,3,1WIZiOuNO3woKfdlSK2gNn
667,0.768,0.471,-8.406,0.259,0.0201,0.0,0.268,0.405,131.023,267427,1,4LmAnpjlhWTahvRkYR8xJa
668,0.88,0.443,-6.359,0.0653,0.462,7.13e-06,0.122,0.803,138.018,221240,3,60PAzFNW3vAiAiVK6DRJfB
669,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,0,5A6OHHy73AR5tLxgTc98zz
670,0.743,0.72,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99,209423,3,71vsEyBd4X1D5BUmLdFSVH
671,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.0504,0.552,134.966,267067,3,0wwPcA6wtMf6HUMpIRdeP7
672,0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,204173,3,1OAh8uOEOvTDqkKFsKksCi
673,0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,0,2nBI3iWLhupR7LyAJ5GGkE
674,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,185143,3,5RIVoVdkDLEygELLCniZFr
675,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,219306,3,0NTMtAO2BV4tnGvw9EgBVq
676,0.675,0.562,-7.678,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,3,6eT7xZZlB2mwyzJ2sUKG6w
677,0.798,0.568,-9.072,0.135,0.0213,0.0,0.0586,0.45,148.88,193911,3,6JjEVlMkfHWMeYavkEYzNO
678,0.414,0.807,-4.12,0.348,0.0428,0.0,0.822,0.409,175.158,191901,0,7Ezwtgfw7khBrpvaNPtMoT
679,0.895,0.681,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,240000,1,0wdKiSBUT7aZkXUIdJWcwC
680,0.886,0.628,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906,239574,0,2JI71GHwq2LN8mtq3iCLYo
681,0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,221440,3,3swc6WTsr7rl9DqQKQA55C
682,0.843,0.538,-8.028,0.0833,0.0273,0.0,0.124,0.428,97.49,208160,3,1UMKquW1olreYO1LlLmTqi
683,0.678,0.479,-6.959,0.206,0.0812,0.0,0.207,0.762,171.12,235632,1,19OHDib8Jrqi3o2nm5lzdA
684,0.959,0.598,-5.534,0.0713,0.0358,0.0,0.358,0.408,127.029,213000,0,33JcUj9qQDayKswunZP9ar
685,0.89,0.633,-5.475,0.168,0.0232,0.000343,0.0993,0.425,139.948,233087,3,1XRgIKC5TPwo7nWGyKqgG0
686,0.768,0.652,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,144935,1,0fySG6A6qLE8IvDpayb5bM
687,0.874,0.568,-5.896,0.224,0.0698,1.38e-05,0.149,0.46,139.995,237400,1,49zD0wr2S3d0lZPib0K4e1
688,0.859,0.627,-7.91,0.13,0.0388,0.000202,0.101,0.594,142.062,260453,3,5uqphUYsR45kPYplrYSAQh
689,0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,205879,1,27GmP9AWRs744SzKcpJsTZ
690,0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,1,4VXIryQMWpIdGgYR4TrjT1
691,0.854,0.463,-6.159,0.137,0.117,0.0,0.354,0.549,120.024,225773,0,0b9oOr2ZgvyQu88wzixux9
692,0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,114893,3,1000nHvUdawXuUHgBod4Wv
693,0.899,0.586,-7.866,0.343,0.279,0.0,0.0836,0.492,150.002,214467,1,3qN5qMTKyEEmiTZD38BNTT
694,0.789,0.536,-6.862,0.242,0.41,0.0,0.129,0.437,81.039,165926,1,18vXApRmJSgQ6wG2ll9AOg
695,0.689,0.564,-6.226,0.136,0.187,0.0,0.0721,0.123,185.023,212947,4,1Ser4X0TKttOvo8bgdytTP
696,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,1,6Ozh9Ok6h4Oi1wUSLtBseN
697,0.761,0.518,-8.871,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,3,2SAqBLGA283SUiwJ3xOUVI
698,0.785,0.62,-6.667,0.254,0.0138,0.0,0.15,0.478,78.477,235535,1,59J5nzL1KniFHnU120dQzt
699,0.773,0.75,-4.009,0.117,0.109,0.0,0.174,0.783,123.426,220587,3,0uxSUdBrJy9Un0EYoBowng
700,0.802,0.591,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864,157712,1,6gi6y1xwmVszDWkUqab1qw
701,0.567,0.515,-10.265,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,0RLLvYBopDwooCyvnTwgYu
702,0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057,179449,3,3Ol2xnObFdKV9pmRD2t9x8
703,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077,213053,3,7KFEIFuxnRRIRqN065WKTu
704,0.803,0.565,-4.711,0.235,0.0558,0.0,0.141,0.474,163.085,200221,1,1sbEeUY8KsdvgiQi26JBFz
705,0.65,0.613,-6.13,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4,2U5WueTLIK5WJLD7mvDODv
706,0.652,0.631,-5.718,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,3,7AzlLxHn24DxjgQX73F9fU
707,0.886,0.525,-7.39,0.131,0.236,0.0,0.057,0.708,145.99,225205,3,7yyRTcZmCiyzzJlNzGC9Ol
708,0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,242407,1,1rkfJLgTlB6XYNjgZ0sVaK
709,0.746,0.717,-4.841,0.179,0.199,0.0,0.132,0.523,150.964,179133,1,6piAUJJQFD8oHDUr0b7l7q
710,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,213333,1,5rZlwNFl01HqLWBQGryKSm
711,0.736,0.67,-6.702,0.311,0.186,0.0,0.114,0.845,130.032,169999,1,5wujBwqG7INdStqGd4tRMX
712,0.745,0.646,-6.987,0.17,0.157,0.0,0.338,0.46,79.993,203908,0,2u7mxWSeoqTXndK5e08jMp
713,0.935,0.552,-9.373,0.335,0.111,0.0,0.0952,0.615,99.993,145627,1,1ThmUihH9dF8EV08ku5AXN
714,0.831,0.499,-8.442,0.114,0.269,0.0,0.3,0.511,97.956,220487,3,07KXEDMj78x68D884wgVEm
715,0.717,0.862,-4.736,0.054,0.00689,0.0,0.321,0.52,130.021,224933,0,2nrSQK3ooS0sOSecOvh5Aq
716,0.755,0.578,-8.932,0.145,0.316,0.0,0.25,0.581,94.148,176960,3,1IIKrJVP1C9N7iPtG6eOsK
717,0.923,0.604,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,139741,1,1jaTQ3nqY3oAAYyCTbIvnM
718,0.851,0.666,-5.334,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,3,5PIfH6BzcmH04RDmtzF0BN
719,0.538,0.471,-9.84,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,3,6Ox1rvlwEpB49drasQm6RF
720,0.28,0.821,-2.864,0.111,0.167,0.0,0.139,0.254,181.444,256163,4,4apiNNK0jp9uqn3JDG9My1
721,0.554,0.498,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,0,5hVghJ4KaYES3BFUATCYn0
722,0.656,0.542,-7.358,0.323,0.0484,0.0,0.126,0.551,166.111,141587,1,5274I4mUMnYczyeXkGDWZN
723,0.705,0.609,-5.728,0.0729,0.694,0.0,0.234,0.718,140.058,199993,3,4uhvMW7ly7tJil31YYscAN
724,0.735,0.369,-9.682,0.0688,0.334,0.0,0.126,0.235,140.004,222997,3,1iSqfoUFnQwV0QW1EfUit8
725,0.866,0.613,-6.385,0.151,0.0293,0.0,0.104,0.359,98.001,229210,3,2toVe5hfuIi97ytDPDbQFt
726,0.928,0.481,-9.35,0.287,0.105,0.0,0.176,0.613,134.007,210937,1,343YBumqHu19cGoGARUTsd
727,0.661,0.44,-9.104,0.0803,0.457,0.0,0.128,0.352,149.937,230400,3,6vWEAOUSxohKxhp0K1BsxL
728,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053,3,2XHzzp1j4IfTNp1FTn7YFg
729,0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,205458,3,3J8EOeKLTLXORtWPpOU5bE
730,0.687,0.336,-10.748,0.0456,0.0755,0.0,0.126,0.215,85.828,219270,3,3gruCKVuhCsRjs3a3dG8CA
731,0.76,0.595,-6.366,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,3,03tqyYWC9Um2ZqU0ZN849H
732,0.629,0.692,-8.045,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,0,527k23H0A4Q0UJN3vGs0Da
733,0.694,0.759,-5.667,0.398,0.137,0.0,0.167,0.77,140.055,245387,1,7M2tXmeS15NAzEn7ABFeBg
734,0.97,0.463,-7.259,0.366,0.0957,0.0,0.151,0.46,108.003,142417,1,5MPPttjfGap2C6j6eKcO6J
735,0.747,0.571,-7.916,0.478,0.38,0.0,0.534,0.553,172.104,181933,1,79XrkTOfV1AqySNjVlygpW
736,0.774,0.554,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034,162547,3,22LAwLoDA5b4AaGSkg6bKW
737,0.802,0.582,-7.296,0.235,0.126,0.0,0.161,0.338,150.002,186613,1,0dbZ2iUuKvsm3FupBw6M9N
738,0.901,0.697,-3.439,0.28,0.145,0.0,0.287,0.67,93.941,229827,1,7KwZNVEaqikRSBSpyhXK2j
739,0.763,0.85,-3.052,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,0,3ia3dJETSOllPsv3LJkE35
740,0.814,0.746,-4.426,0.239,0.167,0.00115,0.0631,0.526,93.405,267933,1,00twZviPonMhKWN60B3l0F
741,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,193467,1,7iL6o9tox1zgHpKUfh9vuC
742,0.763,0.786,-6.472,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507,1,33ZXjLCpiINn8eQIDYEPTD
743,0.832,0.588,-10.88,0.248,0.4,0.0,0.104,0.716,95.309,250868,1,5EEOjaJyWvfMglmEwf9bG3
744,0.849,0.904,-4.78,0.138,0.0248,5.11e-05,0.0545,0.854,99.258,246533,3,6LwrEZNkvFTOypNwSLjuaJ
745,0.665,0.91,-4.682,0.223,0.0394,0.0,0.227,0.887,84.099,293973,1,0trHOzAhNpGCsGBEu7dOJo
746,0.55,0.806,-5.421,0.324,0.00859,0.0,0.263,0.282,124.4,232600,1,3c1fI9dVeR0nKFkOYh3Sj0
747,0.607,0.422,-13.364,0.499,0.209,0.0,0.0839,0.563,130.47,226987,1,3vZO25GdYuqFrR1kzZADnp
748,0.78,0.754,-5.377,0.0952,0.135,0.034,0.0467,0.81,82.394,260307,3,2MuJbBWAVewREJmB8WdGJ3
749,0.548,0.847,-3.237,0.186,0.0622,0.0,0.0816,0.1,171.447,297787,4,4xkOaSrkexMciUUogZKVTS
750,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,1,5D2mYZuzcgjpchVY1pmTPh
751,0.78,0.575,-7.247,0.273,0.43,0.0,0.143,0.773,84.492,252747,1,2g8HN35AnVGIk7B8yMucww
752,0.765,0.88,-4.361,0.116,0.176,1e-05,0.139,0.929,168.96,215200,3,0Ed7MeXx64f6OcIuoTRCg1
753,0.652,0.671,-5.376,0.315,0.00402,2.89e-05,0.598,0.518,159.963,208387,0,4TY4VeLpmiNY9otITGA8sn
754,0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,253533,1,4IYKjN1DrYzxKXt0umJqsG
755,0.843,0.806,-5.946,0.269,0.143,0.0,0.0771,0.613,94.948,270507,1,0I3q5fE6wg7LIfHGngUTnV
756,0.39,0.6,-11.0,0.315,0.222,0.0,0.331,0.668,81.762,233378,1,6ah3sZ7zNIX17bqPJJGd3N
757,0.494,0.887,-4.297,0.398,0.00661,0.0,0.103,0.548,89.554,234627,1,7sLpSWxQazJzDVG6YGzlVs
758,0.769,0.818,-1.385,0.192,0.263,0.0,0.0787,0.918,88.017,240800,3,4E5IFAXCob6QqZaJMTw5YN
759,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,206400,1,2wGSgTmgSF3xjRrHkTc25R
760,0.646,0.813,-3.846,0.299,0.349,9.37e-05,0.0427,0.895,92.729,224440,1,70FCugJxa7XW04Np6iYJdI
761,0.872,0.723,-5.968,0.247,0.0293,0.0,0.327,0.843,93.279,307773,1,4VQNCzfZ3MdHEwwErNXpBo
762,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02,217667,0,5A6OHHy73AR5tLxgTc98zz
763,0.575,0.905,-2.372,0.338,0.253,0.0,0.269,0.753,110.165,270973,1,0RMr1YqH6Mv6HeklKsl76e
764,0.748,0.767,-7.806,0.172,0.0267,0.0,0.334,0.519,133.929,222200,0,1fLibtVj3MrNTwRZq5yUOs
765,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,212360,3,2kQuhkFX7uSVepCD3h29g5
766,0.538,0.73,-3.426,0.276,0.0171,0.0,0.103,0.083,87.022,258667,1,5Bdoo7LrNuTlOPYx6w7ORW
767,0.675,0.632,-11.162,0.559,0.359,0.0,0.13,0.567,85.528,208552,1,2wkFfsDfHDU7ZUcAXgmRxe
768,0.86,0.637,-8.434,0.207,0.0987,0.0,0.107,0.798,92.025,211200,3,766GMqVgwb8gP7Zc5x1f48
769,0.908,0.669,-2.827,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,3,7lQ8MOhq6IN2w8EYcFNSUk
770,0.82,0.809,-6.759,0.251,0.443,0.00175,0.0613,0.737,83.011,231240,1,7gKgd0P3dAAePiSQQBqrlf
771,0.735,0.604,-6.728,0.112,0.459,0.0,0.113,0.362,113.174,180706,3,2hg8OUWLfGU8YJgvop3TnV
772,0.502,0.684,-7.397,0.289,0.155,0.0,0.0886,0.184,86.815,181333,1,6bWDhoIcU37wyCKPRs3yQ9
773,0.682,0.789,-5.01,0.488,0.0231,0.0,0.323,0.575,173.015,177907,1,4GJb5L1nvOZmuIJAmye9GT
774,0.643,0.622,-6.141,0.159,0.0226,0.0,0.136,0.442,80.814,167636,3,3dHOZyhQtXMET9rzgrwIPr
775,0.926,0.534,-10.662,0.221,0.0484,4.78e-05,0.103,0.351,129.017,157385,1,1GOvuVTXQByalA1FAcivn7
776,0.715,0.779,-4.766,0.0323,0.000705,8.1e-06,0.3,0.44,135.024,193000,0,0j57r3jL4hK8Fwbutu9t7S
777,0.608,0.462,-11.969,0.32,0.275,0.0,0.134,0.303,170.197,150408,1,0TJDfhglaxNKKAQeo7kiXQ
778,0.834,0.672,-8.028,0.0918,0.42,0.0,0.11,0.288,129.991,181091,3,7cj3zkPMaoyATZTzMtYF3j
779,0.851,0.695,-5.898,0.307,7.01e-05,0.0,0.135,0.35,157.994,176203,1,0gfkqLY60NdOch8ymImuzO
780,0.684,0.693,-5.895,0.394,0.00361,0.0,0.0651,0.851,176.133,109938,1,2aDW5H7kOXHtNi5Ifj2yTo
781,0.912,0.468,-10.554,0.385,0.024,0.0,0.108,0.318,141.979,160170,1,6tsv8e8KAj9g4bIUiqfKg1
782,0.615,0.264,-20.024,0.206,0.512,5.73e-06,0.0888,0.43,95.101,192447,3,0m2LKAm8TQj3ocoFYvuj4K
783,0.533,0.833,-3.491,0.0634,0.0899,0.0,0.12,0.711,147.736,116843,3,6EfQXK5sIfGJG8WmsTG69e
784,0.761,0.899,-3.09,0.183,0.0135,0.0,0.0719,0.673,95.027,217587,3,1zzxoZVylsna2BQB65Ppcb
785,0.87,0.836,-3.448,0.183,0.153,0.0,0.054,0.815,93.958,157024,3,5TGKUb3TU8Q15Y4mbMkSbS
786,0.688,0.835,-4.162,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,3,6ndmKwWqMozN2tcZqzCX4K
787,0.78,0.657,-7.149,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173,1,3IrkbGQCoEPAkzJ0Tkv8nm
788,0.949,0.661,-4.244,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200,3,3yfqSUWxFvZELEM4PmlwIR
789,0.886,0.626,-2.528,0.277,0.265,0.0,0.024,0.856,93.989,196627,1,6mcu7D7QuABVwUGDwovOEh
790,0.785,0.871,-2.692,0.265,0.144,0.0,0.309,0.315,87.248,290427,1,23wfXwnsPZYe5A1xXRHb3J
791,0.888,0.632,-3.872,0.219,0.19,0.0,0.101,0.662,91.979,266067,1,2NBQmPrOEEjA8VbeWOQGxO
792,0.67,0.788,-2.43,0.0445,0.00225,0.0,0.11,0.292,82.498,179467,3,59q0gDvWPoL2DQ1SAt5ZLY
793,0.677,0.698,-5.793,0.352,0.0935,0.0,0.0511,0.83,78.443,288573,1,0fLILzjVXRCLC0lsNKcQ8I
794,0.922,0.909,-2.429,0.27,0.0281,0.0,0.0856,0.309,95.295,161507,1,4LwU4Vp6od3Sb08CsP99GC
795,0.783,0.659,-7.743,0.233,0.0309,0.000705,0.331,0.318,94.965,212213,1,1sJmz7l5LNoCC82lIRpzGW
796,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,1,1v7L65Lzy0j0vdpRjJewt1
797,0.853,0.693,-6.87,0.275,0.0239,0.0,0.11,0.662,95.967,233787,1,4X5f3vT8MRuXF68pfjNte5
798,0.615,0.871,-3.804,0.281,0.0388,0.0,0.246,0.338,119.149,249560,1,2c5Isyd07hWsl7AQia2Dig
799,0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,222293,3,7iXF2W9vKmDoGAhlHdpyIa
800,0.834,0.878,-9.484,0.15,0.0461,0.0,0.334,0.418,102.848,258688,0,6KIKRz9eSTXdNsGUnomdtW
801,0.889,0.818,-4.639,0.253,0.47,0.0,0.179,0.782,96.063,302760,1,5ByAIlEEnxYdvpnezg7HTX
802,0.487,0.729,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,0,3qX1dqmDdmMvvfMVfsx4Bh
803,0.859,0.75,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691,345717,1,5n8Aro6j1bEGIy7Tpo7FV7
804,0.502,0.652,-7.224,0.3,0.0848,0.0,0.0675,0.648,136.08,254093,1,3hQCHzkE5oSA3F1xM8bpcM
805,0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,250760,1,561jH07mF1jHuk7KlaeF0s
806,0.674,0.695,-8.636,0.278,0.0387,0.00202,0.194,0.773,151.486,221840,1,3uqinR4FCjLv28bkrTdNX5
807,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,207627,1,3QHPHLAkYV5cQBUYs6rowx
808,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,240693,0,1DIXPcTDzTj8ZMHt3PDt8p
809,0.894,0.698,-8.264,0.275,0.0279,3.56e-06,0.329,0.695,98.104,336917,1,1pOIpxfrQ8AszXZdKR3aH3
810,0.749,0.745,-10.625,0.164,0.000501,0.00403,0.333,0.481,101.972,195107,0,27AHAtAirQapVldIm4c9ZX
811,0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,3,4INDiWSKvqSKDEu7mh8HFz
812,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012,235533,1,4PmMVdIFpJTB9WQbmILf4p
813,0.925,0.659,-4.763,0.231,0.206,7.88e-05,0.279,0.71,97.018,214227,1,69bHJ9qs5FrUJbKP8xU8uZ
